#### Tiempos de espera # (Simulados)
# Parada/Línea/Hora/Espera real(s)/Espera Simulada(s)

220	11	7	906	553
220	11	8	649	635
220	11	9	756	765
220	11	10	818	624
220	11	11	633	724
220	11	12	746	520
220	11	13	838	643
220	11	14	719	569
220	11	15	739	722
220	11	16	819	832
220	11	17	709	715
220	11	18	679	649
220	11	19	553	770
220	11	20	881	693
220	11	21	1298	776
220	11	22	903	992
220	70	7	393	222
220	70	8	361	236
220	70	9	335	346
220	70	10	450	380
220	70	11	300	274
220	70	12	319	390
220	70	13	310	340
220	70	14	308	334
220	70	15	411	317
220	70	16	292	314
220	70	17	414	361
220	70	18	316	399
220	70	19	489	507
220	70	20	408	366
220	70	21	660	620
220	70	22	615	698
332	6	7	612	407
332	6	8	552	565
332	6	9	551	380
332	6	10	494	372
332	6	11	651	421
332	6	12	587	405
332	6	13	415	527
332	6	14	627	421
332	6	15	500	348
332	6	16	567	380
332	6	17	485	501
332	6	18	524	393
332	6	19	368	342
332	6	20	444	917
332	6	21	527	601
332	6	22	794	502
1902	5	7	1236	972
1902	5	8	607	672
1902	5	9	544	562
1902	5	10	572	620
1902	5	11	744	557
1902	5	12	697	584
1902	5	13	666	507
1902	5	14	552	682
1902	5	15	729	689
1902	5	16	718	680
1902	5	17	555	549
1902	5	18	753	495
1902	5	19	602	496
1902	5	20	518	611
1902	5	21	1018	867
1902	5	22	1037	974
2620	63	7	444	485
2620	63	8	485	343
2620	63	9	375	416
2620	63	10	648	462
2620	63	11	504	518
2620	63	12	629	536
2620	63	13	538	446
2620	63	14	650	641
2620	63	15	689	606
2620	63	16	572	486
2620	63	17	464	470
2620	63	18	623	587
2620	63	19	549	584
2620	63	20	585	637
2620	63	21	583	491
2620	63	22	1023	972
2871	81	7	1275	1184
2871	81	8	804	859
2871	81	9	875	879
2871	81	10	955	913
2871	81	11	882	765
2871	81	12	869	900
2871	81	13	796	842
2871	81	14	942	812
2871	81	15	860	813
2871	81	16	807	878
2871	81	17	908	897
2871	81	18	775	814
2871	81	19	760	755
2871	81	20	1161	1002
2871	81	21	896	706
2871	81	22	1092	964
2871	121	7	765	858
2871	121	8	746	916
2871	121	9	808	734
2871	121	10	1013	868
2871	121	11	825	717
2871	121	12	901	608
2871	121	13	664	879
2871	121	14	834	828
2871	121	15	676	945
2871	121	16	846	747
2871	121	17	972	907
2871	121	18	963	920
2871	121	19	831	894
2871	121	20	1297	1044
2871	121	21	1068	843
2871	121	22	848	1298
89	6	7	534	577
89	6	8	551	380
89	6	9	492	598
89	6	10	524	611
89	6	11	566	426
89	6	12	563	419
89	6	13	449	584
89	6	14	569	432
89	6	15	414	430
89	6	16	573	387
89	6	17	627	522
89	6	18	678	580
89	6	19	481	518
89	6	20	874	704
89	6	21	728	602
89	6	22	537	591
89	19	7	579	375
89	19	8	258	213
89	19	9	180	213
89	19	10	290	190
89	19	11	329	240
89	19	12	279	164
89	19	13	260	287
89	19	14	199	301
89	19	15	243	281
89	19	16	209	272
89	19	17	307	231
89	19	18	226	286
89	19	19	203	246
89	19	20	702	446
89	19	21	521	445
89	19	22	507	264
89	27	7	330	173
89	27	8	330	172
89	27	9	225	207
89	27	10	243	244
89	27	11	204	202
89	27	12	281	184
89	27	13	330	251
89	27	14	213	189
89	27	15	277	169
89	27	16	208	190
89	27	17	306	208
89	27	18	330	292
89	27	19	271	227
89	27	20	437	232
89	27	21	322	230
89	27	22	552	336
89	45	7	668	484
89	45	8	617	613
89	45	9	400	420
89	45	10	452	447
89	45	11	468	431
89	45	12	473	419
89	45	13	468	412
89	45	14	400	417
89	45	15	472	419
89	45	16	416	413
89	45	17	406	407
89	45	18	417	406
89	45	19	418	415
89	45	20	618	616
89	45	21	567	912
89	45	22	1008	567
1509	42	7	725	605
1509	42	8	719	759
1509	42	9	779	608
1509	42	10	751	599
1509	42	11	573	718
1509	42	12	800	528
1509	42	13	807	535
1509	42	14	792	500
1509	42	15	537	713
1509	42	16	636	723
1509	42	17	789	616
1509	42	18	545	683
1509	42	19	722	727
1509	42	20	1295	1162
1509	42	21	1270	1195
1509	42	22	757	747
1509	132	7	1209	983
1509	132	8	434	440
1509	132	9	440	452
1509	132	10	423	395
1509	132	11	361	464
1509	132	12	487	426
1509	132	13	369	421
1509	132	14	403	444
1509	132	15	438	450
1509	132	16	391	452
1509	132	17	414	392
1509	132	18	454	333
1509	132	19	369	465
1509	132	20	1254	988
1509	132	21	973	663
1509	132	22	1157	987
1509	137	7	1079	701
1509	137	8	927	727
1509	137	9	907	900
1509	137	10	1062	925
1509	137	11	690	874
1509	137	12	805	940
1509	137	13	656	787
1509	137	14	708	912
1509	137	15	967	727
1509	137	16	744	896
1509	137	17	976	839
1509	137	18	872	856
1509	137	19	888	864
1509	137	20	1752	1370
1509	137	21	910	884
1509	137	22	1466	1578
1086	106	7	519	711
1086	106	8	557	511
1086	106	9	741	470
1086	106	10	678	501
1086	106	11	587	682
1086	106	12	691	503
1086	106	13	730	490
1086	106	14	591	758
1086	106	15	568	446
1086	106	16	731	530
1086	106	17	845	733
1086	106	18	798	510
1086	106	19	779	780
1086	106	20	1348	773
1086	106	21	1148	968
1086	106	22	956	970
2797	76	7	996	1117
2797	76	8	855	810
2797	76	9	855	810
2797	76	10	855	810
2797	76	11	855	810
2797	76	12	855	810
2797	76	13	855	810
2797	76	14	855	810
2797	76	15	855	810
2797	76	16	855	810
2797	76	17	855	810
2797	76	18	855	810
2797	76	19	855	810
2797	76	20	855	810
2797	76	21	1221	1177
2797	76	22	1555	1417
2797	116	7	717	604
2797	116	8	666	581
2797	116	9	749	729
2797	116	10	583	713
2797	116	11	699	717
2797	116	12	710	542
2797	116	13	755	674
2797	116	14	680	729
2797	116	15	610	689
2797	116	16	574	585
2797	116	17	743	714
2797	116	18	703	658
2797	116	19	788	1178
2797	116	20	1122	1111
2797	116	21	987	770
2797	116	22	1263	769
1207	4	7	887	578
1207	4	8	500	554
1207	4	9	708	472
1207	4	10	638	547
1207	4	11	756	589
1207	4	12	736	554
1207	4	13	784	586
1207	4	14	750	599
1207	4	15	794	585
1207	4	16	790	682
1207	4	17	750	597
1207	4	18	754	736
1207	4	19	691	684
1207	4	20	922	770
1207	4	21	487	518
1207	4	22	946	471
2629	55	7	694	489
2629	55	8	632	531
2629	55	9	705	506
2629	55	10	514	591
2629	55	11	710	699
2629	55	12	596	624
2629	55	13	698	627
2629	55	14	722	658
2629	55	15	521	581
2629	55	16	532	570
2629	55	17	557	627
2629	55	18	690	517
2629	55	19	563	657
2629	55	20	1067	791
2629	55	21	1015	857
2629	55	22	873	949
2629	65	7	1198	788
2629	65	8	914	948
2629	65	9	809	776
2629	65	10	796	726
2629	65	11	757	854
2629	65	12	858	738
2629	65	13	834	683
2629	65	14	874	652
2629	65	15	777	690
2629	65	16	921	774
2629	65	17	882	790
2629	65	18	734	694
2629	65	19	704	791
2629	65	20	725	1211
2629	65	21	1130	960
2629	65	22	755	974
5486	71	7	697	824
5486	71	8	715	643
5486	71	9	623	748
5486	71	10	850	769
5486	71	11	599	695
5486	71	12	701	785
5486	71	13	672	817
5486	71	14	737	676
5486	71	15	722	580
5486	71	16	642	552
5486	71	17	760	769
5486	71	18	752	670
5486	71	19	580	544
5486	71	20	808	980
5486	71	21	1042	716
5486	71	22	1114	1063
1608	67	7	789	536
1608	67	8	513	604
1608	67	9	531	546
1608	67	10	626	541
1608	67	11	514	521
1608	67	12	672	623
1608	67	13	557	617
1608	67	14	693	528
1608	67	15	640	685
1608	67	16	724	532
1608	67	17	563	667
1608	67	18	518	692
1608	67	19	744	605
1608	67	20	1033	943
1608	67	21	634	718
1608	67	22	648	748
2434	47	7	895	804
2434	47	8	786	657
2434	47	9	698	800
2434	47	10	723	790
2434	47	11	877	789
2434	47	12	773	794
2434	47	13	737	601
2434	47	14	662	802
2434	47	15	704	555
2434	47	16	700	739
2434	47	17	692	561
2434	47	18	693	647
2434	47	19	619	758
2434	47	20	940	918
2434	47	21	1176	777
2434	47	22	1003	625
2434	247	7	1663	1829
2434	247	8	1478	1568
2434	247	9	1627	1342
2434	247	10	1689	1208
2434	247	11	1464	1586
2434	247	12	1718	1594
2434	247	13	1558	1255
2434	247	14	1470	1433
2434	247	15	1673	1395
